Class,Skewness,Kurtosis,Entropy
1,0.669994425,0.025170698,0.54097675
1,0.0,1.0,0.592478427
1,0.244444278,0.720615159,0.725339844
1,0.15988954,0.644801516,0.765551888
1,0.252264759,0.550528787,0.833041454
1,0.294461678,0.700794796,0.70252962
1,0.640186793,0.169754669,0.599298035
1,0.01176814,0.985603205,0.524755176
1,0.702825476,0.010627437,0.196586559
1,0.443668217,0.221023112,0.766374787
1,0.165543486,0.649634911,0.751795375
1,0.279595281,0.433816529,0.877838093
1,0.556795773,0.121287182,0.771548142
1,0.627718927,0.072345833,0.463960646
1,0.207976142,0.672780925,0.866551188
1,0.749980355,0.234532492,0.27301163
1,0.262562349,0.445628621,0.727221146
1,0.036236141,0.903289034,0.660792711
1,0.201701048,0.761587008,0.660674505
1,0.018192908,0.808098736,0.538394392
1,0.18644924,0.571202102,0.735922056
1,0.43716487,0.295952786,0.841977868
1,0.851878599,0.237116333,0.361548324
1,0.252264759,0.550528787,0.833041454
1,0.698645822,0.187950546,0.315347755
1,0.451103286,0.205077649,0.758143976
1,0.519163545,0.251548883,0.750384171
1,0.252264759,0.550528787,0.833041454
1,0.123963973,0.614202942,0.564254344
1,0.653657478,0.048536412,0.60106204
1,0.27920987,0.458401361,0.850443275
1,0.26744173,0.600435092,0.942742573
1,0.574988681,0.229660413,0.624694254
1,0.259389254,0.613242294,0.83915546
1,0.410530333,0.387602042,0.867962392
1,0.616029366,0.234680251,0.684306719
1,0.038634671,0.897899929,0.764376188
1,0.537978724,0.211093975,0.771900943
1,0.816338443,0.229623495,0.368249725
1,0.663337661,0.02347341,0.549796776
1,0.523963973,0.258414285,0.746974367
1,0.514362743,0.35530618,0.736392155
1,0.344868231,0.505718655,0.772136083
1,0.791174457,0.214268421,0.161197341
1,0.519782823,0.15524587,0.831395655
1,0.268137715,0.477666013,0.805998527
1,0.236623797,0.524802378,0.718637533
1,0.462096862,0.353682125,0.837392364
1,0.659000849,0.193450363,0.66690308
1,0.815099889,0.246012019,0.48441947
1,0.301586173,0.484162233,0.819049438
1,0.29686395,0.42433067,0.839743765
1,0.266124596,0.478626661,0.826927448
1,0.696943277,0.021000711,0.262082072
1,0.661013968,0.01974713,0.412931795
1,0.43762886,0.348736726,0.832454059
1,0.574139279,0.229697331,0.67525028
1,0.153539609,0.635462123,0.745563163
1,0.124274548,0.620328688,0.619756858
1,0.307546951,0.433411592,0.917937387
1,0.617885327,0.118629246,0.574138229
1,0.26744173,0.600435092,0.942742573
1,0.556795773,0.121287182,0.771548142
1,0.500812731,0.297503608,0.950971567
1,0.142935187,0.592831757,0.606935996
1,0.212387791,0.666133931,0.836451258
1,0.324662204,0.515389752,0.793182211
1,0.627718927,0.072345833,0.463960646
1,0.527525847,0.213234971,0.74450476
1,0.862793595,0.228331574,0.160378988
1,0.549128709,0.126456588,0.816110641
1,0.269454849,0.681120899,0.762376679
1,0.004258233,0.986120146,0.550615129
1,0.027794512,0.963641846,0.501350282
1,0.666510756,0.214711267,0.578721005
1,0.462639431,0.277610011,0.810466734
1,0.036389557,0.900596636,0.690301609
1,0.425239572,0.424735606,0.820577939
1,0.503135302,0.31957697,0.831983051
1,0.257840125,0.552596549,0.841625067
1,0.33658376,0.495272148,0.81340644
1,0.659154266,0.015279902,0.401529411
1,0.036389557,0.900596636,0.690301609
1,0.559579715,0.204745514,0.702059522
1,0.138519796,0.590247055,0.595888231
1,0.610222004,0.09648265,0.66243851
1,0.269454849,0.433153122,0.691477309
1,0.641500185,0.033919917,0.441155878
1,0.675726949,0.018971719,0.513461906
1,0.619977025,0.1745536,0.634805459
1,0.521718485,0.184405626,0.701824018
1,0.646611562,0.150856183,0.42728025
1,0.653657478,0.048536412,0.60106204
1,0.0,1.0,0.592478427
1,0.580796043,0.163956319,0.648326468
1,0.440109711,0.219288345,0.783306055
1,0.635075417,0.149232128,0.509470162
1,0.608747713,0.261994529,0.676896078
1,0.648856676,0.038680078,0.430690053
1,0.17707963,0.609477244,0.698179619
1,0.624235258,0.15078295,0.57660238
1,0.627718927,0.072345833,0.463960646
1,0.164847501,0.629780085,0.767903289
1,0.500812731,0.297503608,0.950971567
1,0.548896339,0.142843604,0.836804059
1,0.219665703,0.519818209,0.808349928
1,0.43762886,0.348736726,0.832454059
1,0.752072053,0.266387232,0.174954763
1,0.625009822,0.074930536,0.534157142
1,0.659154266,0.015279902,0.401529411
1,0.51498217,0.184923859,0.728985151
1,0.701976075,0.005828505,0.196122826
1,0.555014649,0.126753829,0.813641034
1,0.004258233,0.986120146,0.550615129
1,0.630353194,0.081866155,0.512170727
1,0.344868231,0.505718655,0.772136083
1,0.643823878,0.175402244,0.560962747
1,0.576462972,0.263729295,0.768961419
1,0.694230431,0.006457449,0.483010084
1,0.513665897,0.219620479,0.798591524
1,0.510026679,0.226338381,0.809172827
1,0.816338443,0.229623495,0.368249725
1,0.177233047,0.61611993,0.766139284
1,0.472319614,0.18673272,0.829867154
1,0.435847736,0.301600362,0.818344745
1,0.249398497,0.470911323,0.805763932
1,0.479596778,0.344342732,0.762142084
1,0.346417359,0.319021259,0.908644535
1,0.004258233,0.986120146,0.550615129
1,0.615408218,0.191494174,0.592478427
1,0.499031607,0.300605251,0.73815616
1,0.185596096,0.60286902,0.75755658
1,0.496631581,0.21245956,0.820460642
1,0.166239471,0.625459323,0.704646426
1,0.653346904,0.144209189,0.42339762
1,0.519782823,0.15524587,0.831395655
1,0.68447541,0.202678183,0.3896542
1,0.298719911,0.486712473,0.781542322
1,0.496631581,0.21245956,0.820460642
1,0.196978825,0.760294656,0.690418906
1,0.297870509,0.696698042,0.729219746
1,0.601701796,0.11899972,0.645853224
1,0.508865207,0.222831973,0.888185712
1,0.029964789,0.786947251,0.533220582
1,0.294461678,0.700794796,0.70252962
1,0.597675559,0.116307321,0.661256445
1,0.300658193,0.416912572,0.806468625
1,0.496631581,0.21245956,0.820460642
1,0.621832986,0.070756241,0.49535812
1,0.432906637,0.223606953,0.828574156
1,0.552767664,0.215412583,0.713581931
1,0.461479455,0.276278889,0.791889213
1,0.026555958,0.964856657,0.522518345
1,0.478358223,0.3293213,0.813170936
1,0.586296572,0.235750748,0.555325204
1,0.24924508,0.718366468,0.76966693
1,0.254973863,0.607039007,0.916291588
1,0.316609728,0.675068387,0.680778708
1,0.431046934,0.293109613,0.833629759
1,0.662948508,0.224308269,0.584476754
1,0.639565645,0.167721369,0.595888231
1,0.843515549,0.237706938,0.419287669
1,0.608208885,0.104197988,0.695592715
1,0.619977025,0.1745536,0.634805459
1,0.587767122,0.12549594,0.678187257
1,0.425239572,0.424735606,0.820577939
1,0.644519864,0.256458096,0.691124508
1,0.319782823,0.470247916,0.860672686
1,0.862793595,0.228331574,0.160378988
1,0.587767122,0.12549594,0.678187257
1,0.59125079,0.125827643,0.661374651
1,0.477041838,0.187212613,0.836333961
1,0.68447541,0.202678183,0.3896542
1,0.5740607,0.224086803,0.618574793
1,0.685867381,0.012807203,0.513698319
1,0.552844372,0.129816701,0.776721624
1,0.530080787,0.213567105,0.764728989
1,0.616261361,0.093200078,0.657964847
1,0.657915711,0.014874965,0.405293834
1,0.231901574,0.738962242,0.724634242
1,0.328531284,0.675955802,0.728985151
1,0.552767664,0.132401404,0.786127918
1,0.048625429,0.872617227,0.651027033
1,0.531164803,0.340689685,0.771430572
1,0.696864698,0.003136106,0.222219191
1,0.212387791,0.666133931,0.836451258
1,0.528687319,0.341758029,0.742858961
1,0.702825476,0.010627437,0.196586559
1,0.661092547,0.024063584,0.377660784
1,0.587767122,0.12549594,0.678187257
1,0.536817251,0.144135955,0.817286342
1,0.608051727,0.100583712,0.717109032
1,0.247695952,0.567729985,0.86525819
1,0.199613092,0.60888707,0.865375488
1,0.504142235,0.289051629,0.779543541
1,0.432596063,0.411191763,0.80270602
1,0.632134318,0.27402589,0.659374233
1,0.698181832,0.005906046,0.210580394
1,0.653657478,0.048536412,0.60106204
1,0.625009822,0.074930536,0.534157142
1,0.669530434,0.030891507,0.400701965
1,0.588695102,0.09596571,0.766139284
1,0.588695102,0.09596571,0.766139284
1,0.588695102,0.09596571,0.766139284
1,0.508865207,0.222831973,0.888185712
1,0.461479455,0.276278889,0.791889213
1,0.637631105,0.074521291,0.496412886
1,0.859620501,0.238888147,0.351437119
1,0.451567277,0.292446206,0.80705693
1,0.851878599,0.237116333,0.361548324
1,0.539759473,0.206664656,0.729337952
1,0.648624681,0.037870205,0.376251398
1,0.874640314,0.216778168,0.144030115
1,0.576462972,0.263729295,0.768961419
1,0.641114774,0.033588214,0.409640197
1,0.643670462,0.251954682,0.671140329
1,0.589548246,0.127934176,0.668548878
1,0.445681336,0.401150193,0.827397547
1,0.669530434,0.030891507,0.400701965
1,0.277814157,0.469618972,0.815992435
1,0.01176814,0.985603205,0.524755176
1,0.52226068,0.266719366,0.920992571
1,0.587767122,0.12549594,0.678187257
1,0.75664086,0.274396364,0.175545796
1,0.641500185,0.033919917,0.441155878
1,0.26744173,0.600435092,0.942742573
1,0.207976142,0.672780925,0.866551188
1,0.540379125,0.140409675,0.870663866
1,0.696864698,0.003136106,0.222219191
1,0.699341807,0.206516897,0.293470453
1,0.300658193,0.416912572,0.806468625
1,0.122104271,0.616451634,0.599534448
1,0.425239572,0.424735606,0.820577939
1,0.662099107,0.206516897,0.446557007
1,0.640418789,0.260998126,0.686539004
1,0.642585324,0.03676309,0.389417787
1,0.266124596,0.478626661,0.826927448
1,0.696943277,0.021000711,0.262082072
1,0.460240901,0.351429125,0.817873737
1,0.636235393,0.169237728,0.542504342
1,0.613473678,0.254796993,0.671840476
1,0.231901574,0.738962242,0.724634242
1,0.492759881,0.339914274,0.902534166
1,0.59125079,0.125827643,0.661374651
1,0.24924508,0.718366468,0.76966693
1,0.244444278,0.720615159,0.725339844
1,0.277814157,0.469618972,0.815992435
1,0.22229997,0.650780796,0.820460642
1,0.791174457,0.214268421,0.161197341
1,0.036236141,0.903289034,0.660792711
1,0.510026679,0.269746053,0.781424752
1,0.651412364,0.037982209,0.400701965
1,0.655360023,0.032076163,0.39059076
1,0.026866532,0.958252741,0.567664148
1,0.513665897,0.219620479,0.798591524
1,0.174602521,0.61538329,0.751442574
1,0.648624681,0.037870205,0.376251398
1,0.16925915,0.615086049,0.73180665
1,0.661092547,0.024063584,0.377660784
1,0.307314956,0.402110841,0.859379688
1,0.75664086,0.274396364,0.175545796
1,0.696475545,0.001068344,0.22421961
1,0.365467152,0.305068172,0.860672686
1,0.048625429,0.872617227,0.651027033
1,0.556795773,0.121287182,0.771548142
1,0.66782789,0.022512762,0.539685571
1,0.275262211,0.469067568,0.871136692
1,0.316609728,0.675068387,0.680778708
1,0.574139279,0.229697331,0.67525028
1,0.643438467,0.05672992,0.62163907
1,0.479829147,0.18148922,0.806468625
1,0.495470108,0.330574881,0.84785637
1,0.269454849,0.681120899,0.762376679
1,0.486410699,0.372468607,0.777427098
1,0.350133023,0.485454585,0.764610782
1,0.63840567,0.129924397,0.575192995
1,0.675726949,0.018971719,0.513461906
1,0.649013834,0.263360545,0.641270447
1,0.856679401,0.209654296,0.239150004
1,0.675726949,0.018971719,0.513461906
1,0.259389254,0.613242294,0.83915546
1,0.324505046,0.423150322,0.903352519
1,0.268137715,0.477666013,0.805998527
1,0.260470651,0.535287656,0.898415123
1,0.491211501,0.209617679,0.858321285
1,0.634843422,0.081017511,0.487829273
1,0.496476668,0.341133392,0.826104549
1,0.273555924,0.592904991,0.806351328
1,0.786141659,0.232428544,0.089473253
1,0.48362339,0.337036638,0.786127918
1,0.641500185,0.033919917,0.441155878
1,0.004258233,0.986120146,0.550615129
1,0.655128028,0.036539083,0.379542995
1,0.496863576,0.285140112,0.927693972
1,0.018118071,0.973347406,0.484537676
1,0.733643409,0.251290413,0.328277731
1,0.300658193,0.416912572,0.806468625
1,0.506542262,0.228589958,0.84668067
1,0.537978724,0.211093975,0.771900943
1,0.460240901,0.351429125,0.817873737
1,0.24924508,0.718366468,0.76966693
1,0.432364068,0.296874663,0.85855588
1,0.510026679,0.226338381,0.809172827
1,0.479596778,0.344342732,0.762142084
1,0.269454849,0.681120899,0.762376679
1,0.651412364,0.037982209,0.400701965
1,0.272938518,0.475710255,0.856674577
1,0.608747713,0.261994529,0.676896078
1,0.266973998,0.475378551,0.767550488
1,0.308942664,0.698951041,0.74015476
1,0.75664086,0.274396364,0.175545796
1,0.29686395,0.42433067,0.839743765
1,0.185596096,0.60286902,0.75755658
1,0.0,1.0,0.592478427
1,0.365467152,0.305068172,0.860672686
1,0.600077831,0.093975488,0.766492085
1,0.511420521,0.311012988,0.880547751
1,0.177233047,0.61611993,0.766139284
1,0.43762886,0.348736726,0.832454059
1,0.576462972,0.263729295,0.768961419
1,0.471155897,0.287242337,0.843976468
1,0.491211501,0.209617679,0.858321285
1,0.548896339,0.142843604,0.836804059
1,0.510026679,0.269746053,0.781424752
1,0.218891138,0.517013807,0.844916664
1,0.519163545,0.251548883,0.750384171
1,0.478358223,0.3293213,0.813170936
1,0.577233795,0.133099274,0.706292225
1,0.0,1.0,0.592478427
1,0.451103286,0.205077649,0.758143976
1,0.496631581,0.21245956,0.820460642
1,0.432596063,0.411191763,0.80270602
1,0.597675559,0.116307321,0.661256445
1,0.54788978,0.128041872,0.85220728
1,0.786991061,0.230767743,0.113460087
1,0.425239572,0.424735606,0.820577939
1,0.600077831,0.093975488,0.766492085
1,0.816338443,0.229623495,0.368249725
1,0.503909866,0.285213346,0.90241596
1,0.451567277,0.292446206,0.80705693
1,0.142935187,0.592831757,0.606935996
1,0.652576081,0.197695307,0.663847895
1,0.328531284,0.675955802,0.728985151
1,0.658147706,0.214231374,0.429980814
1,0.269454849,0.433153122,0.691477309
1,0.696864698,0.003136106,0.222219191
1,0.297870509,0.696698042,0.729219746
1,0.262098358,0.515277748,0.859026887
1,0.641810759,0.174919767,0.535211908
1,0.472319614,0.18673272,0.829867154
1,0.048625429,0.872617227,0.651027033
1,0.641500185,0.033919917,0.441155878
1,0.173517383,0.630258255,0.717932841
1,0.641036195,0.153182415,0.453149295
1,0.142935187,0.592831757,0.606935996
1,0.425239572,0.424735606,0.820577939
1,0.273555924,0.592904991,0.806351328
1,0.432596063,0.225489435,0.786363058
1,0.616029366,0.234680251,0.684306719
1,0.266973998,0.475378551,0.767550488
1,0.667053325,0.208030241,0.41058585
1,0.623228699,0.12826588,0.561553779
1,0.816338443,0.229623495,0.368249725
1,0.160974679,0.648454563,0.722518345
1,0.574988681,0.229660413,0.624694254
1,0.479829147,0.18148922,0.806468625
1,0.661788533,0.031520451,0.425634451
1,0.653193488,0.054847395,0.620811624
1,0.445681336,0.401150193,0.827397547
1,0.33658376,0.495272148,0.81340644
1,0.425239572,0.424735606,0.820577939
1,0.618813308,0.200759041,0.517462742
1,0.472319614,0.18673272,0.829867154
1,0.458691772,0.280229177,0.81775644
1,0.53983693,0.176914296,0.813641034
1,0.764768173,0.250367674,0.139801959
1,0.165543486,0.649634911,0.751795375
1,0.776846887,0.256937989,0.087245515
1,0.53000333,0.185403752,0.816227939
1,0.776846887,0.256937989,0.087245515
1,0.17707963,0.609477244,0.698179619
1,0.54788978,0.128041872,0.85220728
1,0.851878599,0.237116333,0.361548324
1,0.432596063,0.411191763,0.80270602
1,0.556638615,0.128636354,0.831278358
1,0.272938518,0.475710255,0.856674577
1,0.570498453,0.166579792,0.724046846
1,0.185596096,0.60286902,0.75755658
1,0.500890188,0.207107502,0.834217154
1,0.652576081,0.197695307,0.663847895
1,0.872009789,0.228700713,0.154259527
1,0.027562517,0.903069335,0.717109032
1,0.668602454,0.020781011,0.5853042
1,0.528687319,0.341758029,0.742858961
1,0.863182749,0.208916363,0.198114151
1,0.52226068,0.266719366,0.920992571
1,0.816338443,0.229623495,0.368249725
1,0.460240901,0.351429125,0.817873737
1,0.510026679,0.226338381,0.809172827
1,0.047929444,0.869071876,0.734510852
1,0.519782823,0.15524587,0.831395655
1,0.556795773,0.121287182,0.771548142
1,0.625009822,0.074930536,0.534157142
1,0.696475545,0.001068344,0.22421961
1,0.211691806,0.532961423,0.667139493
1,0.506852088,0.291817262,0.887012739
1,0.54788978,0.128041872,0.85220728
1,0.697871258,0.015796842,0.248088237
1,0.707704857,0.199688543,0.283477454
1,0.123963973,0.614202942,0.564254344
1,0.589237672,0.082680337,0.717932841
1,0.499031607,0.300605251,0.73815616
1,0.666200182,0.027682168,0.421515408
1,0.615097644,0.261699442,0.706174927
1,0.851878599,0.237116333,0.361548324
1,0.617885327,0.118629246,0.574138229
1,0.26891228,0.436586469,0.775310656
1,0.593342488,0.207550348,0.624812461
1,0.524196343,0.146793891,0.89782409
1,0.298719911,0.486712473,0.781542322
1,0.565854808,0.16524867,0.726398247
1,0.527525847,0.213234971,0.74450476
1,0.468525372,0.325224546,0.847503569
1,0.506542262,0.228589958,0.84668067
1,0.432364068,0.296874663,0.85855588
1,0.478358223,0.3293213,0.813170936
1,0.642663903,0.077549702,0.453849441
1,0.038634671,0.897899929,0.764376188
1,0.601933792,0.208547182,0.641743274
1,0.510026679,0.269746053,0.781424752
1,0.697871258,0.015796842,0.248088237
1,0.307546951,0.433411592,0.917937387
1,0.662948508,0.224308269,0.584476754
1,0.236702376,0.507381481,0.810113933
1,0.630353194,0.081866155,0.512170727
1,0.503135302,0.31957697,0.831983051
1,0.621832986,0.070756241,0.49535812
1,0.66488679,0.212275185,0.422224647
1,0.776846887,0.256937989,0.087245515
1,0.035925567,0.773472333,0.603762605
1,0.174602521,0.61538329,0.751442574
1,0.752072053,0.266387232,0.174954763
1,0.653346904,0.144209189,0.42339762
1,0.038634671,0.897899929,0.764376188
1,0.272938518,0.475710255,0.856674577
1,0.696475545,0.001068344,0.22421961
1,0.749980355,0.234532492,0.27301163
1,0.761131088,0.256863894,0.169899161
1,0.302207321,0.482650182,0.811525137
1,0.643670462,0.251954682,0.671140329
1,0.344868231,0.505718655,0.772136083
1,0.311498352,0.477739247,0.857498386
1,0.662948508,0.224308269,0.584476754
1,0.521873398,0.152148534,0.821754549
1,0.267052577,0.681784307,0.69618011
1,0.621832986,0.070756241,0.49535812
1,0.666435919,0.208178,0.611527865
1,0.201701048,0.761587008,0.660674505
1,0.112502666,0.66790876,0.685952517
1,0.641114774,0.033588214,0.409640197
1,0.86310417,0.234865057,0.364494394
1,0.499031607,0.300605251,0.73815616
1,0.610222004,0.09648265,0.66243851
1,0.638716244,0.130518879,0.55320658
1,0.634300853,0.073638185,0.487247334
1,0.841270435,0.218402654,0.44679342
1,0.346417359,0.319021259,0.908644535
1,0.653346904,0.144209189,0.42339762
1,0.521873398,0.152148534,0.821754549
1,0.574139279,0.229697331,0.67525028
1,0.622686129,0.149710298,0.571664984
1,0.489352921,0.265501109,0.804234522
1,0.492759881,0.339914274,0.902534166
1,0.696864698,0.003136106,0.222219191
1,0.659000849,0.193450363,0.66690308
1,0.76987955,0.264541323,0.092182911
1,0.615097644,0.261699442,0.706174927
1,0.660007409,0.213345682,0.660910918
1,0.646379566,0.056286213,0.615046783
1,0.495857016,0.210318995,0.886539913
1,0.621832986,0.070756241,0.49535812
1,0.278435305,0.490438753,0.790243415
1,0.270693403,0.681047666,0.732746847
1,0.166239471,0.625459323,0.704646426
1,0.68447541,0.202678183,0.3896542
1,0.231901574,0.738962242,0.724634242
1,0.211691806,0.532961423,0.667139493
1,0.298719911,0.486712473,0.781542322
1,0.508865207,0.222831973,0.888185712
1,0.337900893,0.501216964,0.787421006
1,0.034687012,0.778934672,0.49218473
1,0.410530333,0.387602042,0.867962392
1,0.642585324,0.03676309,0.389417787
1,0.556795773,0.121287182,0.771548142
1,0.651412364,0.037982209,0.400701965
1,0.559736873,0.113942318,0.787303709
1,0.589237672,0.082680337,0.717932841
1,0.657219726,0.199577832,0.397173955
1,0.486023417,0.357559179,0.846563372
1,0.266973998,0.475378551,0.767550488
1,0.59125079,0.125827643,0.661374651
1,0.76987955,0.264541323,0.092182911
1,0.048625429,0.872617227,0.651027033
1,0.51173016,0.254280053,0.782835684
1,0.43716487,0.295952786,0.841977868
1,0.508865207,0.222831973,0.888185712
1,0.267052577,0.681784307,0.69618011
1,0.303445876,0.700243393,0.74685707
1,0.160974679,0.648454563,0.722518345
1,0.685635386,0.013358606,0.529456159
1,0.324505046,0.423150322,0.903352519
1,0.513665897,0.219620479,0.798591524
1,0.587767122,0.12549594,0.678187257
1,0.294461678,0.700794796,0.70252962
1,0.552767664,0.132401404,0.786127918
1,0.267052577,0.681784307,0.69618011
1,0.477041838,0.187212613,0.836333961
1,0.661788533,0.031520451,0.425634451
1,0.432906637,0.223606953,0.828574156
1,0.018192908,0.808098736,0.538394392
1,0.593495905,0.083309281,0.716756231
1,0.559579715,0.204745514,0.702059522
1,0.666510756,0.214711267,0.578721005
1,0.269454849,0.433153122,0.691477309
1,0.350133023,0.485454585,0.764610782
1,0.297481356,0.48058242,0.887476472
1,0.244055125,0.486785707,0.810819535
1,0.576462972,0.263729295,0.768961419
1,0.786141659,0.232428544,0.089473253
1,0.27920987,0.458401361,0.850443275
1,0.54788978,0.128041872,0.85220728
1,0.308942664,0.698951041,0.74015476
1,0.504142235,0.289051629,0.779543541
1,0.410530333,0.387602042,0.867962392
1,0.452109846,0.336187994,0.824223247
1,0.01176814,0.985603205,0.524755176
1,0.536817251,0.144135955,0.817286342
1,0.576462972,0.263729295,0.768961419
1,0.135578697,0.641923881,0.665139075
1,0.71002855,0.003024102,0.220691599
1,0.279595281,0.433816529,0.877838093
1,0.51498217,0.184923859,0.728985151
1,0.554704075,0.207772202,0.677487111
1,0.003562248,0.985013031,0.539212744
1,0.801936037,0.251659595,0.512170727
1,0.616029366,0.234680251,0.684306719
1,0.24382313,0.570607621,0.861025487
1,0.669994425,0.025170698,0.54097675
1,0.259389254,0.690387059,0.684779545
1,0.044442033,0.892920068,0.641034034
1,0.492759881,0.339914274,0.902534166
1,0.048625429,0.872617227,0.651027033
1,0.221136252,0.737708661,0.604708257
1,0.432906637,0.223606953,0.828574156
1,0.344868231,0.505718655,0.772136083
1,0.587767122,0.12549594,0.678187257
1,0.582655745,0.100286471,0.79635742
1,0.588695102,0.09596571,0.766139284
1,0.66488679,0.212275185,0.422224647
1,0.509871767,0.229623495,0.763082281
1,0.700969515,0.199762207,0.279722124
1,0.669994425,0.025170698,0.54097675
1,0.659000849,0.193450363,0.66690308
1,0.651412364,0.037982209,0.400701965
1,0.259389254,0.690387059,0.684779545
1,0.519163545,0.251548883,0.750384171
1,0.445142509,0.331203825,0.880193131
1,0.66488679,0.212275185,0.422224647
1,0.629268055,0.077734939,0.524164143
1,0.622996703,0.234385164,0.667375906
1,0.219665703,0.519818209,0.808349928
1,0.242042006,0.522329679,0.723575839
1,0.269454849,0.433153122,0.691477309
1,0.615408218,0.191494174,0.592478427
1,0.642663903,0.077549702,0.453849441
1,0.581881181,0.259484783,0.736039354
1,0.496476668,0.341133392,0.826104549
1,0.112502666,0.66790876,0.685952517
1,0.029964789,0.786947251,0.533220582
1,0.26248377,0.479328839,0.83398256
1,0.496476668,0.341133392,0.826104549
1,0.622996703,0.234385164,0.667375906
1,0.548896339,0.142843604,0.836804059
1,0.267284572,0.679389149,0.738979059
